nameTeam,isWin,fgmTeam,fg3mTeam,fgaTeam,fg3aTeam,ftaTeam,ftmTeam,plusminusTeam
Philadelphia 76ers,FALSE,33,6,80,27,26,24,-2
New Orleans Pelicans,TRUE,37,13,86,30,26,23,6
Orlando Magic,FALSE,38,9,88,32,21,19,-6
Houston Rockets,FALSE,35,15,80,37,26,21,-12
Indiana Pacers,TRUE,46,13,88,38,19,13,12
Golden State Warriors,TRUE,42,14,85,37,21,18,9
Phoenix Suns,FALSE,40,11,83,30,16,16,-9
Boston Celtics,FALSE,38,17,89,45,24,20,-4
Milwaukee Bucks,TRUE,43,12,91,33,27,19,4
Atlanta Hawks,FALSE,33,13,87,38,14,8,-14
New York Knicks,TRUE,38,20,85,50,12,5,14
Utah Jazz,TRUE,40,12,90,36,37,28,4
Dallas Mavericks,FALSE,38,10,89,30,35,30,-4
Los Angeles Lakers,FALSE,40,10,96,35,28,25,-7
Brooklyn Nets,TRUE,43,14,89,32,27,22,7
Sacramento Kings,FALSE,34,10,81,29,27,24,-25
Memphis Grizzlies,TRUE,47,9,100,30,30,24,25
Orlando Magic,FALSE,31,10,72,32,17,11,-10
Miami Heat,TRUE,36,10,89,34,18,11,10
Cleveland Cavaliers,TRUE,56,22,106,52,12,10,45
Toronto Raptors,FALSE,37,9,89,36,23,16,-45
Denver Nuggets,TRUE,39,15,95,41,11,10,3
LA Clippers,FALSE,40,8,86,26,18,12,-3
Indiana Pacers,FALSE,41,8,94,30,21,15,-8
Chicago Bulls,TRUE,43,11,76,23,22,16,8
Detroit Pistons,FALSE,38,8,98,32,34,25,-35
San Antonio Spurs,TRUE,51,13,91,27,37,29,35
New Orleans Pelicans,FALSE,39,10,94,41,28,24,-5
Oklahoma City Thunder,TRUE,41,13,86,36,31,22,5
Philadelphia 76ers,TRUE,43,12,86,31,22,19,21
Washington Wizards,FALSE,35,8,90,33,28,18,-21
Chicago Bulls,TRUE,51,18,94,37,14,10,12
Atlanta Hawks,FALSE,40,15,89,34,26,23,-12
Charlotte Hornets,TRUE,47,18,88,41,14,11,24
Houston Rockets,FALSE,36,15,87,46,18,12,-24
San Antonio Spurs,FALSE,45,10,100,30,9,4,-6
Utah Jazz,TRUE,39,9,86,31,30,23,6
LA Clippers,FALSE,37,14,97,37,27,20,-16
Brooklyn Nets,TRUE,50,13,88,34,16,11,16
Portland Trail Blazers,FALSE,35,12,82,40,42,35,-15
Dallas Mavericks,TRUE,48,12,84,33,33,24,15
Memphis Grizzlies,TRUE,45,11,88,29,17,13,1
Phoenix Suns,FALSE,41,11,90,31,23,20,-1
Boston Celtics,FALSE,33,16,89,47,28,21,-5
Minnesota Timberwolves,TRUE,40,14,90,34,19,14,5
Philadelphia 76ers,TRUE,34,14,77,30,38,32,5
Toronto Raptors,FALSE,38,15,87,41,22,18,-5
Golden State Warriors,FALSE,30,10,72,32,31,16,-3
Denver Nuggets,TRUE,34,8,83,33,20,13,3
Sacramento Kings,TRUE,40,17,95,39,27,20,6
Oklahoma City Thunder,FALSE,35,11,90,33,36,30,-6
New York Knicks,TRUE,37,16,90,40,16,6,8
Minnesota Timberwolves,FALSE,34,7,85,38,20,13,-8
Los Angeles Lakers,TRUE,48,14,92,34,29,22,9
Houston Rockets,FALSE,44,16,83,35,25,19,-9
New Orleans Pelicans,TRUE,36,16,80,36,26,20,4
Cleveland Cavaliers,FALSE,37,14,88,41,19,16,-4
Washington Wizards,FALSE,42,17,85,42,14,11,-7
Miami Heat,TRUE,41,16,92,34,23,21,7
Orlando Magic,FALSE,38,12,83,39,26,22,-17
Milwaukee Bucks,TRUE,47,17,85,37,22,16,17
Dallas Mavericks,FALSE,38,9,81,24,13,9,-1
Sacramento Kings,TRUE,36,10,75,26,15,13,1
Utah Jazz,TRUE,46,8,87,29,32,20,15
Portland Trail Blazers,FALSE,37,14,88,40,24,17,-15
Phoenix Suns,TRUE,41,12,89,34,28,21,18
Oklahoma City Thunder,FALSE,38,7,96,35,16,14,-18
Los Angeles Lakers,FALSE,39,15,86,41,8,6,-5
Memphis Grizzlies,TRUE,35,10,85,30,29,24,5
Atlanta Hawks,FALSE,44,11,92,26,26,18,-14
Chicago Bulls,TRUE,52,10,84,22,22,17,14
LA Clippers,TRUE,33,11,81,28,17,14,9
Boston Celtics,FALSE,35,4,101,42,11,8,-9
Charlotte Hornets,TRUE,44,9,85,26,32,19,8
Indiana Pacers,FALSE,36,17,86,45,29,19,-8
New York Knicks,TRUE,31,8,81,31,27,24,9
Detroit Pistons,FALSE,30,12,81,35,17,13,-9
Milwaukee Bucks,TRUE,45,13,91,33,36,33,18
Orlando Magic,FALSE,42,13,87,36,27,21,-18
Philadelphia 76ers,TRUE,42,13,100,32,20,13,8
Brooklyn Nets,FALSE,37,7,81,27,27,21,-8
Washington Wizards,TRUE,45,9,90,29,17,11,17
Cleveland Cavaliers,FALSE,35,8,83,28,23,15,-17
Dallas Mavericks,TRUE,42,9,81,22,22,19,16
Sacramento Kings,FALSE,38,10,91,29,12,10,-16
Los Angeles Lakers,TRUE,47,19,85,41,30,26,33
Portland Trail Blazers,FALSE,36,12,102,42,27,22,-33
Indiana Pacers,FALSE,38,8,91,31,29,22,-2
Chicago Bulls,TRUE,35,12,86,27,30,26,2
Minnesota Timberwolves,FALSE,40,14,93,41,22,14,-12
Utah Jazz,TRUE,37,11,78,29,41,35,12
Boston Celtics,TRUE,45,10,83,27,26,23,15
Phoenix Suns,FALSE,41,11,100,35,16,15,-15
Memphis Grizzlies,TRUE,49,10,102,26,16,10,13
San Antonio Spurs,FALSE,39,12,90,35,24,15,-13
New York Knicks,FALSE,30,8,81,41,22,12,-15
Oklahoma City Thunder,TRUE,36,18,87,43,7,5,15
LA Clippers,FALSE,38,15,78,34,19,17,-8
Toronto Raptors,TRUE,40,11,96,35,33,25,8
Cleveland Cavaliers,FALSE,48,8,84,25,24,14,-3
Atlanta Hawks,TRUE,43,16,97,38,21,19,3
Houston Rockets,FALSE,41,14,93,42,17,14,-10
Miami Heat,TRUE,40,14,86,33,31,26,10
Utah Jazz,FALSE,40,14,92,44,28,22,-7
Golden State Warriors,TRUE,46,17,86,32,21,14,7
Brooklyn Nets,FALSE,42,11,97,33,25,21,-4
LA Clippers,TRUE,42,14,86,36,31,22,4
Denver Nuggets,TRUE,46,10,86,32,27,22,13
Houston Rockets,FALSE,37,16,85,42,24,21,-13
San Antonio Spurs,FALSE,42,12,102,40,28,20,-1
Detroit Pistons,TRUE,41,9,101,35,33,26,1
Washington Wizards,FALSE,46,6,87,27,26,21,-1
Chicago Bulls,TRUE,41,17,84,34,25,21,1
New Orleans Pelicans,FALSE,39,16,95,51,30,19,-23
Milwaukee Bucks,TRUE,49,23,92,48,18,15,23
Charlotte Hornets,FALSE,39,9,85,35,21,12,-34
Phoenix Suns,TRUE,52,17,103,41,12,12,34
Toronto Raptors,TRUE,41,13,86,34,30,25,15
New York Knicks,FALSE,35,12,78,36,28,23,-15
Boston Celtics,TRUE,39,13,86,36,28,25,5
Orlando Magic,FALSE,40,9,95,27,27,22,-5
Los Angeles Lakers,TRUE,36,13,75,41,29,23,5
Minnesota Timberwolves,FALSE,41,9,92,38,16,12,-5
Oklahoma City Thunder,FALSE,35,10,85,30,9,6,-9
Dallas Mavericks,TRUE,38,14,85,39,7,5,9
Cleveland Cavaliers,TRUE,41,6,88,26,28,20,4
Indiana Pacers,FALSE,37,19,83,46,14,11,-4
Sacramento Kings,TRUE,40,13,78,34,27,22,2
Miami Heat,FALSE,46,9,105,33,12,12,-2
LA Clippers,FALSE,39,11,78,32,17,15,-18
Minnesota Timberwolves,TRUE,49,16,93,45,9,8,18
Miami Heat,FALSE,37,17,90,42,19,17,-7
Golden State Warriors,TRUE,45,14,92,38,13,11,7
Portland Trail Blazers,TRUE,47,18,89,41,28,24,5
Atlanta Hawks,FALSE,48,14,88,41,24,21,-5
Dallas Mavericks,TRUE,35,14,78,37,21,19,14
Denver Nuggets,FALSE,31,6,67,25,29,21,-14
Utah Jazz,TRUE,41,19,85,39,17,14,11
New Orleans Pelicans,FALSE,39,12,97,46,22,14,-11
Chicago Bulls,TRUE,37,11,86,31,23,17,4
Orlando Magic,FALSE,36,10,85,27,18,16,-4
Detroit Pistons,TRUE,44,18,91,43,14,9,9
Milwaukee Bucks,FALSE,39,11,92,46,22,17,-9
Brooklyn Nets,FALSE,37,9,82,31,26,21,-14
Memphis Grizzlies,TRUE,48,10,102,35,21,12,14
Charlotte Hornets,FALSE,50,14,104,38,13,7,-3
Washington Wizards,TRUE,40,16,87,38,31,28,3
Philadelphia 76ers,TRUE,50,17,96,40,17,16,20
Houston Rockets,FALSE,37,15,89,44,33,24,-20
Sacramento Kings,FALSE,43,14,83,34,18,14,-8
Los Angeles Lakers,TRUE,49,11,99,32,20,13,8
Phoenix Suns,TRUE,46,17,85,31,20,14,13
New Orleans Pelicans,FALSE,36,10,89,33,32,28,-13
Indiana Pacers,FALSE,32,9,76,38,32,21,-10
New York Knicks,TRUE,39,6,80,28,28,20,10
Cleveland Cavaliers,FALSE,40,10,92,34,21,16,-4
Memphis Grizzlies,TRUE,42,9,90,27,22,17,4
San Antonio Spurs,FALSE,41,9,95,35,19,13,-25
Toronto Raptors,TRUE,45,18,96,44,29,21,25
Portland Trail Blazers,FALSE,33,15,78,38,36,28,-6
Miami Heat,TRUE,37,19,82,41,29,22,6
Atlanta Hawks,TRUE,39,8,86,30,30,22,6
Sacramento Kings,FALSE,38,11,90,27,20,15,-6
Utah Jazz,TRUE,43,14,92,41,18,15,6
Denver Nuggets,FALSE,42,11,88,36,15,14,-6
Toronto Raptors,TRUE,42,16,89,36,25,17,6
Milwaukee Bucks,FALSE,38,17,85,39,26,18,-6
Oklahoma City Thunder,FALSE,33,9,90,35,18,15,-8
Minnesota Timberwolves,TRUE,36,12,90,44,20,14,8
Dallas Mavericks,TRUE,33,12,87,40,26,21,17
Golden State Warriors,FALSE,33,5,81,28,16,11,-17
San Antonio Spurs,TRUE,42,10,88,26,5,5,2
Boston Celtics,FALSE,40,9,90,28,9,8,-2
Houston Rockets,TRUE,40,9,85,26,32,25,3
Washington Wizards,FALSE,40,10,91,39,26,21,-3
Orlando Magic,FALSE,40,12,90,39,20,14,-10
Philadelphia 76ers,TRUE,43,12,85,28,24,18,10
Detroit Pistons,FALSE,43,14,92,42,20,11,-29
Charlotte Hornets,TRUE,48,24,81,42,29,20,29
Indiana Pacers,FALSE,41,13,82,39,28,26,-8
Brooklyn Nets,TRUE,49,5,86,21,29,26,8
Phoenix Suns,TRUE,44,10,107,31,10,8,17
LA Clippers,FALSE,31,6,86,28,25,21,-17
Detroit Pistons,FALSE,34,10,99,44,13,10,-30
Memphis Grizzlies,TRUE,48,10,98,32,19,12,30
Boston Celtics,FALSE,38,17,80,45,13,12,-3
New York Knicks,TRUE,40,18,90,36,15,10,3
New Orleans Pelicans,TRUE,35,8,83,34,29,23,5
Golden State Warriors,FALSE,37,7,87,33,18,15,-5
Portland Trail Blazers,FALSE,37,16,92,35,19,11,-13
Cleveland Cavaliers,TRUE,39,17,80,39,29,19,13
Atlanta Hawks,FALSE,43,13,96,36,27,19,-16
Los Angeles Lakers,TRUE,50,17,101,41,19,17,16
San Antonio Spurs,FALSE,38,9,92,30,20,15,-19
Philadelphia 76ers,TRUE,45,8,87,23,27,21,19
Denver Nuggets,TRUE,47,12,85,34,24,15,10
Sacramento Kings,FALSE,40,11,92,29,24,20,-10
Dallas Mavericks,TRUE,49,17,90,38,28,15,24
Houston Rockets,FALSE,37,12,87,43,29,20,-24
Minnesota Timberwolves,TRUE,50,17,90,41,25,18,30
Oklahoma City Thunder,FALSE,36,15,89,44,23,18,-30
Chicago Bulls,TRUE,48,15,91,33,21,19,8
Washington Wizards,FALSE,45,7,88,24,26,25,-8
Brooklyn Nets,FALSE,42,6,92,27,20,19,-12
Milwaukee Bucks,TRUE,44,16,96,45,21,17,12
Utah Jazz,FALSE,39,17,81,38,18,13,-14
Toronto Raptors,TRUE,45,12,100,41,25,20,14
Miami Heat,TRUE,44,22,88,44,15,13,23
Phoenix Suns,FALSE,30,14,79,34,29,26,-23
New York Knicks,FALSE,29,11,79,31,15,6,-24
Boston Celtics,TRUE,36,12,76,29,17,15,24
Milwaukee Bucks,FALSE,35,12,90,37,26,24,-8
Charlotte Hornets,TRUE,44,16,99,48,17,10,8
Orlando Magic,FALSE,29,14,86,46,23,20,-5
Detroit Pistons,TRUE,38,10,87,33,16,11,5
Indiana Pacers,TRUE,44,14,80,29,32,23,12
Utah Jazz,FALSE,40,15,84,35,19,18,-12
LA Clippers,FALSE,39,10,96,32,24,20,-15
Memphis Grizzlies,TRUE,44,12,100,38,31,23,15
Orlando Magic,FALSE,38,9,95,28,16,15,-2
Washington Wizards,TRUE,36,11,88,29,24,19,2
Toronto Raptors,TRUE,36,14,85,34,20,19,4
New Orleans Pelicans,FALSE,34,12,75,33,25,21,-4
Atlanta Hawks,FALSE,35,7,78,26,19,16,-13
LA Clippers,TRUE,44,12,92,33,7,6,13
Memphis Grizzlies,TRUE,47,11,86,30,32,22,8
Los Angeles Lakers,FALSE,45,14,97,33,19,15,-8
Portland Trail Blazers,TRUE,37,17,88,40,15,12,15
Sacramento Kings,FALSE,33,7,85,31,21,15,-15
Cleveland Cavaliers,FALSE,32,7,75,24,18,11,-14
Golden State Warriors,TRUE,39,10,97,42,10,8,14
Brooklyn Nets,TRUE,47,8,98,28,22,19,2
San Antonio Spurs,FALSE,46,13,107,32,18,14,-2
Chicago Bulls,FALSE,39,11,90,33,13,10,-14
Dallas Mavericks,TRUE,44,16,88,36,9,9,14
Houston Rockets,FALSE,46,14,97,43,28,17,-18
Minnesota Timberwolves,TRUE,55,15,108,42,21,16,18
Denver Nuggets,TRUE,37,13,89,36,16,12,4
Oklahoma City Thunder,FALSE,38,9,88,38,12,10,-4
Brooklyn Nets,FALSE,42,12,91,32,15,12,-6
Portland Trail Blazers,TRUE,40,15,86,38,26,19,6
Sacramento Kings,FALSE,39,14,91,30,22,16,-1
Cleveland Cavaliers,TRUE,43,10,87,34,15,13,1
Philadelphia 76ers,TRUE,43,10,94,35,18,15,20
Houston Rockets,FALSE,30,13,77,42,27,18,-20
Boston Celtics,TRUE,35,8,88,28,28,23,3
Indiana Pacers,FALSE,36,11,94,37,17,15,-3
New York Knicks,TRUE,40,13,82,32,24,18,15
San Antonio Spurs,FALSE,39,8,95,29,15,10,-15
Milwaukee Bucks,FALSE,37,13,84,43,16,12,-4
Charlotte Hornets,TRUE,38,13,96,44,16,14,4
Utah Jazz,FALSE,44,11,86,33,22,17,-10
Detroit Pistons,TRUE,48,19,93,37,12,11,10
Denver Nuggets,FALSE,32,4,80,33,20,17,-2
LA Clippers,TRUE,34,10,84,34,12,9,2
Minnesota Timberwolves,FALSE,42,18,86,39,31,23,-3
New Orleans Pelicans,TRUE,42,16,76,33,37,28,3
Detroit Pistons,FALSE,30,6,89,35,27,21,-46
Chicago Bulls,TRUE,50,18,92,34,19,15,46
Golden State Warriors,FALSE,35,13,82,36,29,25,-8
Memphis Grizzlies,TRUE,44,14,100,34,18,14,8
Toronto Raptors,FALSE,36,8,89,37,25,15,-4
Phoenix Suns,TRUE,35,11,74,32,22,18,4
Oklahoma City Thunder,FALSE,47,11,98,39,15,13,-4
Washington Wizards,TRUE,47,11,87,33,23,17,4
Chicago Bulls,FALSE,38,11,81,30,31,25,-26
Brooklyn Nets,TRUE,49,17,87,32,28,23,26
Sacramento Kings,TRUE,49,11,89,30,19,16,9
Los Angeles Lakers,FALSE,42,16,98,47,24,16,-9
Utah Jazz,FALSE,34,16,85,47,11,7,-20
Cleveland Cavaliers,TRUE,43,11,81,30,17,14,20
Houston Rockets,TRUE,45,16,82,36,32,22,4
San Antonio Spurs,FALSE,43,17,99,46,27,21,-4
Miami Heat,TRUE,43,16,90,45,14,13,24
Atlanta Hawks,FALSE,31,13,82,45,23,16,-24
Charlotte Hornets,TRUE,46,10,89,34,8,7,11
Philadelphia 76ers,FALSE,34,12,73,30,28,18,-11
Boston Celtics,TRUE,40,18,78,38,25,21,19
Indiana Pacers,FALSE,40,7,86,36,20,13,-19
Orlando Magic,FALSE,41,11,99,35,16,13,-6
Washington Wizards,TRUE,43,10,82,31,21,16,6
Dallas Mavericks,FALSE,32,8,78,37,19,13,-23
New York Knicks,TRUE,42,12,90,27,15,12,23
Oklahoma City Thunder,TRUE,47,20,91,45,18,16,21
Brooklyn Nets,FALSE,41,7,98,32,22,20,-21
Minnesota Timberwolves,FALSE,41,15,96,48,14,11,-8
Memphis Grizzlies,TRUE,42,8,92,32,35,24,8
New Orleans Pelicans,TRUE,43,14,97,39,16,13,24
LA Clippers,FALSE,31,10,81,34,20,17,-24
Golden State Warriors,FALSE,33,16,95,48,24,17,-19
Milwaukee Bucks,TRUE,44,18,86,41,18,12,19
Portland Trail Blazers,FALSE,39,13,86,40,28,17,-32
Denver Nuggets,TRUE,52,21,83,42,20,15,32
Houston Rockets,FALSE,44,13,101,43,16,13,-12
Sacramento Kings,TRUE,48,13,96,37,24,17,12
Dallas Mavericks,TRUE,47,8,91,32,16,10,27
Memphis Grizzlies,FALSE,34,7,89,31,13,10,-27
Cleveland Cavaliers,TRUE,46,8,95,20,24,14,5
San Antonio Spurs,FALSE,42,15,92,34,13,10,-5
Miami Heat,TRUE,41,14,77,30,30,28,6
Atlanta Hawks,FALSE,38,16,79,38,30,26,-6
Chicago Bulls,FALSE,37,10,87,38,18,12,-42
Golden State Warriors,TRUE,53,19,94,42,17,13,42
Orlando Magic,TRUE,45,15,87,45,15,11,7
Charlotte Hornets,FALSE,40,12,97,42,21,17,-7
Detroit Pistons,TRUE,38,8,81,27,23,19,16
Toronto Raptors,FALSE,28,11,87,38,26,20,-16
Boston Celtics,FALSE,37,11,78,31,18,14,-12
Philadelphia 76ers,TRUE,38,14,85,41,25,21,12
Indiana Pacers,FALSE,34,13,88,43,18,13,-18
Phoenix Suns,TRUE,40,11,88,28,23,21,18
Dallas Mavericks,TRUE,32,12,78,34,38,32,16
Orlando Magic,FALSE,37,7,77,26,16,11,-16
Denver Nuggets,TRUE,47,23,91,40,17,16,37
Los Angeles Lakers,FALSE,36,10,82,30,19,14,-37
Boston Celtics,TRUE,44,9,90,26,19,17,2
Chicago Bulls,FALSE,44,12,87,29,15,12,-2
LA Clippers,FALSE,38,12,100,38,8,6,-7
San Antonio Spurs,TRUE,34,11,83,37,27,22,7
Miami Heat,FALSE,33,9,86,35,30,23,-11
Philadelphia 76ers,TRUE,40,13,79,32,21,16,11
Oklahoma City Thunder,FALSE,36,10,83,27,22,20,-5
Cleveland Cavaliers,TRUE,40,9,87,35,25,18,5
Atlanta Hawks,FALSE,40,16,80,44,17,12,-9
New York Knicks,TRUE,42,13,83,31,26,20,9
New Orleans Pelicans,FALSE,40,9,87,31,24,16,-15
Brooklyn Nets,TRUE,46,12,84,27,17,16,15
Washington Wizards,FALSE,39,12,90,37,23,20,-5
Portland Trail Blazers,TRUE,39,13,85,39,35,24,5
Toronto Raptors,TRUE,40,12,91,35,20,11,7
Milwaukee Bucks,FALSE,26,12,77,39,35,32,-7
Sacramento Kings,FALSE,41,12,91,38,24,18,-6
Houston Rockets,TRUE,41,16,76,40,24,20,6
Minnesota Timberwolves,TRUE,45,16,91,43,20,13,20
Golden State Warriors,FALSE,32,13,82,42,29,22,-20
Denver Nuggets,FALSE,42,11,95,43,8,7,-23
Utah Jazz,TRUE,44,15,84,39,29,22,23
Phoenix Suns,TRUE,51,11,87,27,30,22,27
Detroit Pistons,FALSE,38,9,82,25,34,23,-27
Oklahoma City Thunder,FALSE,36,11,83,35,24,19,-2
Dallas Mavericks,TRUE,35,12,88,37,28,22,2
Phoenix Suns,TRUE,49,9,95,32,20,14,14
San Antonio Spurs,FALSE,41,9,92,30,22,16,-14
Miami Heat,TRUE,38,9,83,24,22,19,5
Toronto Raptors,FALSE,37,13,90,36,17,12,-5
Portland Trail Blazers,TRUE,37,7,90,34,18,17,10
Orlando Magic,FALSE,34,8,90,32,20,12,-10
Milwaukee Bucks,FALSE,39,16,88,38,24,20,-7
Atlanta Hawks,TRUE,38,15,86,36,32,30,7
New York Knicks,FALSE,32,12,80,34,21,11,-10
Charlotte Hornets,TRUE,36,14,86,39,17,11,10
Boston Celtics,TRUE,38,10,80,32,20,18,12
New Orleans Pelicans,FALSE,36,9,87,30,18,11,-12
Chicago Bulls,FALSE,40,13,92,31,15,13,-13
Memphis Grizzlies,TRUE,47,10,92,25,20,15,13
LA Clippers,TRUE,45,18,82,36,36,31,6
Indiana Pacers,FALSE,50,13,97,33,23,20,-6
Utah Jazz,FALSE,31,12,83,46,24,21,-6
Los Angeles Lakers,TRUE,38,11,86,37,23,14,6
Brooklyn Nets,FALSE,41,12,83,30,18,13,-7
Cleveland Cavaliers,TRUE,42,11,81,32,21,19,7
Washington Wizards,TRUE,42,9,87,30,32,24,19
Philadelphia 76ers,FALSE,35,7,86,26,25,21,-19
Golden State Warriors,TRUE,34,14,83,42,27,20,16
Detroit Pistons,FALSE,30,9,85,34,24,17,-16
Minnesota Timberwolves,TRUE,35,13,81,41,38,29,2
New York Knicks,FALSE,37,12,80,38,33,24,-2
Indiana Pacers,TRUE,44,11,90,30,15,12,7
Los Angeles Lakers,FALSE,40,11,90,34,18,13,-7
LA Clippers,FALSE,52,15,97,39,12,9,-2
Denver Nuggets,TRUE,48,13,98,38,25,21,2
Detroit Pistons,TRUE,46,15,91,36,30,26,2
Sacramento Kings,FALSE,44,12,84,27,44,31,-2
Houston Rockets,TRUE,41,22,96,45,17,12,5
Utah Jazz,FALSE,42,10,89,38,20,17,-5
Dallas Mavericks,TRUE,37,9,76,33,20,19,4
Toronto Raptors,FALSE,35,8,91,32,25,20,-4
Oklahoma City Thunder,FALSE,38,8,98,31,15,12,-22
San Antonio Spurs,TRUE,47,15,96,40,14,9,22
Cleveland Cavaliers,FALSE,40,9,77,27,22,15,-13
Chicago Bulls,TRUE,47,10,86,22,18,13,13
Atlanta Hawks,TRUE,45,15,86,38,33,29,12
Minnesota Timberwolves,FALSE,42,17,97,46,29,21,-12
Charlotte Hornets,TRUE,42,16,86,39,15,11,9
Boston Celtics,FALSE,39,14,90,46,13,10,-9
Portland Trail Blazers,FALSE,33,14,81,46,16,12,-12
Miami Heat,TRUE,37,12,80,35,25,18,12
Brooklyn Nets,TRUE,47,8,89,25,20,17,1
Washington Wizards,FALSE,41,10,86,29,32,26,-1
Orlando Magic,FALSE,40,18,90,35,16,12,-13
Philadelphia 76ers,TRUE,45,10,83,28,27,23,13
Memphis Grizzlies,FALSE,44,9,106,40,25,17,-12
Milwaukee Bucks,TRUE,46,13,97,37,22,21,12
Indiana Pacers,TRUE,41,15,95,35,34,24,4
Golden State Warriors,FALSE,42,9,94,42,29,24,-4
Dallas Mavericks,FALSE,37,11,85,37,20,16,-8
Phoenix Suns,TRUE,39,8,86,36,25,23,8
New Orleans Pelicans,TRUE,38,11,76,28,22,15,11
New York Knicks,FALSE,29,9,77,38,36,24,-11
Utah Jazz,TRUE,36,10,79,31,34,29,10
Detroit Pistons,FALSE,38,13,87,32,16,12,-10
Denver Nuggets,FALSE,43,13,91,32,23,19,-4
Memphis Grizzlies,TRUE,43,11,82,25,40,25,4
San Antonio Spurs,FALSE,37,8,95,29,24,20,-15
Brooklyn Nets,TRUE,48,9,100,25,12,12,15
Los Angeles Lakers,TRUE,42,13,85,30,23,19,11
Orlando Magic,FALSE,36,11,81,40,29,22,-11
Philadelphia 76ers,FALSE,38,10,91,28,21,15,-1
LA Clippers,TRUE,40,11,87,32,15,11,1
Charlotte Hornets,TRUE,45,17,99,49,20,14,23
Oklahoma City Thunder,FALSE,37,12,98,44,15,12,-23
Houston Rockets,FALSE,38,10,89,35,20,17,-2
Golden State Warriors,TRUE,39,10,81,30,22,17,2
Chicago Bulls,FALSE,31,7,85,38,24,21,-4
Milwaukee Bucks,TRUE,34,6,88,31,28,20,4
Toronto Raptors,TRUE,42,11,90,30,17,14,4
Washington Wizards,FALSE,43,11,85,33,10,8,-4
Boston Celtics,FALSE,37,11,82,37,23,20,-4
Portland Trail Blazers,TRUE,36,16,76,33,30,21,4
Atlanta Hawks,TRUE,38,14,68,33,24,20,2
Miami Heat,FALSE,41,15,85,40,12,11,-2
Indiana Pacers,FALSE,37,10,84,29,27,19,-10
Phoenix Suns,TRUE,47,7,96,25,14,12,10
Cleveland Cavaliers,TRUE,35,6,76,27,35,18,7
Oklahoma City Thunder,FALSE,33,12,85,41,16,9,-7
Milwaukee Bucks,TRUE,45,21,91,42,25,22,6
Sacramento Kings,FALSE,51,15,97,37,16,10,-6
Utah Jazz,FALSE,31,11,81,35,23,19,-2
Golden State Warriors,TRUE,36,13,83,42,10,9,2
Detroit Pistons,FALSE,42,11,75,29,19,16,-6
Denver Nuggets,TRUE,44,12,85,35,23,17,6
Minnesota Timberwolves,TRUE,48,14,92,32,31,26,11
Brooklyn Nets,FALSE,48,15,95,38,15,14,-11
Memphis Grizzlies,FALSE,37,4,99,24,19,13,-13
Dallas Mavericks,TRUE,36,9,74,30,31,23,13
Charlotte Hornets,FALSE,34,4,87,36,27,19,-22
Atlanta Hawks,TRUE,40,15,88,39,24,18,22
Philadelphia 76ers,TRUE,44,7,92,16,23,20,6
San Antonio Spurs,FALSE,42,10,89,30,22,15,-6
Los Angeles Lakers,FALSE,36,11,79,40,30,24,-6
Miami Heat,TRUE,40,15,81,33,20,18,6
Orlando Magic,TRUE,42,12,80,26,23,18,19
Chicago Bulls,FALSE,33,5,76,21,32,24,-19
Portland Trail Blazers,TRUE,45,18,85,32,13,6,9
Toronto Raptors,FALSE,39,18,98,54,14,9,-9
Boston Celtics,TRUE,40,19,90,39,21,17,29
Washington Wizards,FALSE,33,8,93,34,16,13,-29
LA Clippers,FALSE,34,14,79,41,30,20,-8
New York Knicks,TRUE,39,16,91,36,19,16,8
Cleveland Cavaliers,TRUE,35,13,81,36,20,12,2
New York Knicks,FALSE,35,12,84,38,21,11,-2
New Orleans Pelicans,TRUE,41,6,88,30,31,29,4
Indiana Pacers,FALSE,38,19,87,46,25,18,-4
Utah Jazz,FALSE,40,14,81,31,22,15,-6
Phoenix Suns,TRUE,47,13,99,36,15,8,6
Oklahoma City Thunder,FALSE,38,16,92,45,24,18,-1
Chicago Bulls,TRUE,41,15,89,39,19,14,1
Minnesota Timberwolves,TRUE,36,14,82,43,31,23,2
Portland Trail Blazers,FALSE,37,16,94,41,20,17,-2
Houston Rockets,FALSE,39,9,95,34,25,17,-30
San Antonio Spurs,TRUE,58,12,101,32,6,6,30
Los Angeles Lakers,TRUE,42,12,89,38,10,10,10
Brooklyn Nets,FALSE,37,7,88,27,22,15,-10
LA Clippers,TRUE,39,11,94,29,31,27,1
Washington Wizards,FALSE,37,9,80,27,40,32,-1
Boston Celtics,TRUE,51,20,103,45,7,6,53
Sacramento Kings,FALSE,29,6,95,33,15,11,-53
Toronto Raptors,TRUE,43,16,82,34,29,23,12
Charlotte Hornets,FALSE,40,10,82,31,32,23,-12
Detroit Pistons,FALSE,41,12,97,36,14,11,-5
Denver Nuggets,TRUE,36,11,84,32,31,27,5
New Orleans Pelicans,FALSE,40,9,83,22,26,18,-10
Philadelphia 76ers,TRUE,39,10,84,31,31,29,10
Dallas Mavericks,FALSE,32,10,91,40,18,18,-38
Golden State Warriors,TRUE,49,17,92,43,18,15,38
Orlando Magic,FALSE,38,9,84,35,22,17,-9
LA Clippers,TRUE,36,15,81,29,27,24,9
Memphis Grizzlies,TRUE,46,7,90,23,26,19,8
San Antonio Spurs,FALSE,43,9,94,37,19,15,-8
Chicago Bulls,TRUE,46,7,84,26,16,12,6
Toronto Raptors,FALSE,38,12,79,31,28,17,-6
